date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-06-14,190.8,191.57,190.22,191.55,21610074,45.5204221817893,45.7041261916424,45.382047732809,45.699354658919,86440296,0.0,1.0
2018-06-15,188.84,190.16,188.26,190.03,61719160,45.0528119748904,45.3677331346386,44.9144375259101,45.3367181719361,246876640,0.0,1.0
2018-06-18,188.74,189.22,187.2,187.88,18484865,45.0289543112731,45.1434710966361,44.6615462915668,44.8237784041644,73939460,0.0,1.0
2018-06-19,185.69,186.33,183.45,185.14,33578455,44.3012955709458,44.4539846180964,43.7668839059185,44.1700784210507,134313820,0.0,1.0
2018-06-20,186.5,187.2,185.73,186.35,20628701,44.4945426462458,44.6615462915668,44.3108386363927,44.4587561508199,82514804,0.0,1.0
2018-06-21,185.46,188.35,184.94,187.25,25711898,44.246422944626,44.9359094231657,44.1223630938161,44.6734751233755,102847592,0.0,1.0
2018-06-22,184.92,186.15,184.7,186.12,27200447,44.1175915610926,44.4110408235853,44.0651047011346,44.4038835245001,108801788,0.0,1.0
2018-06-25,182.17,184.92,180.73,183.4,31663096,43.4615058116172,44.1175915610926,43.1179554555282,43.7549550741098,126652384,0.0,1.0
2018-06-26,184.43,186.53,182.54,182.99,24569201,44.0006890093679,44.501699945331,43.5497791670011,43.6571386532789,98276804,0.0,1.0
2018-06-27,184.16,187.28,184.03,185.23,25285328,43.9362733176012,44.6806324224607,43.9052583548987,44.1915503183062,101141312,0.0,1.0
2018-06-28,185.5,186.21,183.8,184.1,17365235,44.2559660100729,44.4253554217557,43.850385728579,43.9219587194308,69460940,0.0,1.0
2018-06-29,185.11,187.19,182.91,186.29,22737666,44.1629211219655,44.6591605252051,43.6380525223851,44.4444415526495,90950664,0.0,1.0
2018-07-02,187.18,187.3,183.42,183.82,17731343,44.6567747588434,44.6854039551841,43.7597266068333,43.8551572613024,70925372,0.0,1.0
2018-07-03,183.92,187.95,183.54,187.79,13954806,43.8790149249197,44.8404787686965,43.788355803174,44.8023065069088,55819224,0.0,1.0
2018-07-05,185.4,186.41,184.28,185.26,16604248,44.2321083464556,44.4730707489903,43.964902513942,44.1987076173914,66416992,0.0,1.0
2018-07-06,187.97,188.43,185.2,185.42,17485245,44.84525030142,44.9549955540595,44.184393019221,44.2368798791791,69940980,0.0,1.0
2018-07-09,190.58,190.68,189.3,189.5,19756634,45.4679353218312,45.4917929854485,45.1625572275299,45.2102725547645,79026536,0.0,1.0
2018-07-10,190.35,191.28,190.18,190.71,15939149,45.4130626955115,45.6349389671523,45.3725046673621,45.4989502845337,63756596,0.0,1.0
2018-07-11,187.88,189.78,187.61,188.5,18831470,44.8237784041644,45.2770740128929,44.7593627123977,44.9716959185916,75325880,0.0,1.0
2018-07-12,191.03,191.41,189.31,189.53,18041131,45.575294808109,45.6659539298548,45.1649429938917,45.2174298538497,72164524,0.0,1.0
2018-07-13,191.33,191.84,190.9,191.08,12519792,45.6468677989609,45.7685418834091,45.5442798454066,45.5872236399177,50079168,0.0,1.0
2018-07-16,190.91,192.65,190.42,191.52,15043110,45.5466656117683,45.9617889587091,45.4297630600436,45.6921973598338,60172440,0.0,1.0
2018-07-17,191.45,191.87,189.2,189.75,15534523,45.6754969953017,45.7756991824943,45.1386995639126,45.2699167138077,62138092,0.0,1.0
2018-07-18,190.4,191.8,189.93,191.78,16393381,45.4249915273201,45.7589988179622,45.3128605083189,45.7542272852387,65573524,0.0,1.0
2018-07-19,191.88,192.55,189.69,189.69,20286752,45.778084948856,45.9379312950919,45.2556021156374,45.2556021156374,81147008,0.0,1.0
2018-07-20,191.44,192.43,190.17,191.78,20706042,45.6731112289399,45.9093020987511,45.3701189010004,45.7542272852387,82824168,0.0,1.0
2018-07-23,191.61,191.96,189.56,190.68,15989365,45.7136692570893,45.7971710797498,45.2245871529349,45.4917929854485,63957460,0.0,1.0
2018-07-24,193.0,193.66,192.05,192.45,18697898,46.0452907813697,46.2027513612438,45.8186429770054,45.9140736314746,74791592,0.0,1.0
2018-07-25,194.82,194.85,192.43,193.06,16826483,46.4795002592043,46.4866575582895,45.9093020987511,46.05960537954,67305932,0.0,1.0
2018-07-26,194.21,195.96,193.61,194.61,19075964,46.3339685111389,46.7514776244414,46.1908225294351,46.429399165608,76303856,0.0,1.0
2018-07-27,190.98,195.19,190.1,194.99,24023972,45.5633659763004,46.5677736145883,45.3534185364682,46.5200582873537,96095888,0.0,1.0
2018-07-30,189.91,192.2,189.07,191.9,21029535,45.3080889755954,45.8544294724313,45.1076846012102,45.7828564815795,84118140,0.0,1.0
2018-07-31,190.29,192.14,189.34,190.3,39373038,45.3987480973411,45.840114874261,45.1721002929769,45.4011338637028,157492152,0.0,1.0
2018-08-01,201.5,201.76,197.31,199.13,67935716,48.0731921888393,48.1352221142443,47.0735560832749,47.5077655611095,271742864,0.0,1.0
2018-08-02,207.39,208.38,200.35,200.58,62404012,49.4784085758977,49.7145994457089,47.7988290572405,47.8537016835602,249616048,0.0,1.0
2018-08-03,207.99,208.74,205.48,207.03,33447396,49.6215545576014,49.8004870347311,49.0227272008074,49.3925209868754,133789584,0.0,1.0
2018-08-06,209.07,209.25,207.07,208.0,25425387,49.8792173246682,49.9221611191793,49.4020640523224,49.6239403239632,101701548,0.0,1.0
2018-08-07,207.11,209.5,206.76,209.32,25587387,49.4116071177693,49.9818052782225,49.3281052951088,49.9388614837114,102349548,0.0,1.0
2018-08-08,207.25,207.81,204.52,206.05,22525487,49.4450078468335,49.5786107630903,48.7936936300815,49.158715883426,90101948,0.0,1.0
2018-08-09,208.88,209.78,207.2,207.28,23492626,49.8338877637953,50.0486067363509,49.4330790150248,49.4521651459187,93970504,0.0,1.0
2018-08-10,207.53,209.1,206.67,207.36,24611202,49.6859702493681,50.0618531255379,49.4800726229312,49.6452695557701,98444808,0.73,1.0
2018-08-13,208.87,210.95,207.7,207.7,25890880,50.0067874812582,50.504772438222,49.7266709429661,49.7266709429661,103563520,0.0,1.0
2018-08-14,209.75,210.56,208.26,210.16,20748010,50.217473424589,50.4114002587913,49.8607438159948,50.3156339209136,82992040,0.0,1.0
2018-08-15,210.24,210.74,208.33,209.22,28807564,50.3347871884891,50.4544951108362,49.8775029251234,50.0905830269012,115230256,0.0,1.0
2018-08-16,213.32,213.81,211.47,211.75,28500367,51.072187990147,51.1895017540471,50.6292686774629,50.6963051139772,114001468,0.0,1.0
2018-08-17,217.58,217.95,213.16,213.44,35426997,52.0920994885439,52.1806833510807,51.0338814549959,51.1009178915103,141707988,0.0,1.0
2018-08-20,215.46,219.18,215.11,218.1,30287695,51.5845378977924,52.4751648400545,51.5007423521495,52.2165957277848,121150780,0.0,1.0
2018-08-21,215.04,217.19,214.03,216.8,26159755,51.4839832430209,51.9987273091132,51.2421732398798,51.9053551296825,104639020,0.0,1.0
2018-08-22,215.05,216.36,213.84,214.1,19018131,51.4863774014678,51.8000121580171,51.1966842293879,51.2589323490084,76072524,0.0,1.0
2018-08-23,215.49,217.05,214.6,214.65,18883224,51.5917203731332,51.965209090856,51.3786402713555,51.3906110635902,75532896,0.0,1.0
2018-08-24,216.16,216.9,215.11,216.6,18476356,51.7521289890783,51.9292967141519,51.5007423521495,51.8574719607437,73905424,0.0,1.0
2018-08-27,217.94,218.74,216.33,217.15,20525117,52.1782891926338,52.3698218683891,51.7928296826763,51.9891506753254,82100468,0.0,1.0
2018-08-28,219.7,220.54,218.92,219.01,22776766,52.5996610792954,52.8007703888384,52.412916720434,52.4344641464565,91107064,0.0,1.0
2018-08-29,222.98,223.49,219.41,220.15,27254804,53.3849450498921,53.5070471306861,52.5302304843341,52.7073982094077,109019216,0.0,1.0
2018-08-30,225.03,228.26,222.4,223.25,48793824,53.875747531515,54.649060709877,53.2460838599695,53.4495873279595,195175296,0.0,1.0
2018-08-31,227.63,228.87,226.0,226.51,43340134,54.4982287277197,54.7951043751404,54.1079809008683,54.2300829816623,173360536,0.0,1.0
2018-09-04,228.36,229.18,226.63,228.41,27390132,54.6730022943464,54.8693232869955,54.2588128830256,54.6849730865811,109560528,0.0,1.0
2018-09-05,226.87,229.67,225.1,228.99,33332960,54.3162726857521,54.9866370508956,53.8925066406436,54.8238342765037,133331840,0.0,1.0
2018-09-06,223.1,227.35,221.3,226.23,34289976,53.4136749512554,54.4311922912053,52.982726430806,54.1630465451479,137159904,0.0,1.0
2018-09-07,221.3,225.37,220.71,221.85,37619810,52.982726430806,53.957148918711,52.8414710824364,53.1144051453877,150479240,0.0,1.0
2018-09-10,218.33,221.85,216.47,220.95,39516453,52.2716613720645,53.1144051453877,51.8263479009334,52.898930885163,158065812,0.0,1.0
2018-09-11,223.85,224.3,216.56,218.01,35749049,53.5932368347759,53.7009739648883,51.8478953269559,52.1950483017624,142996196,0.0,1.0
2018-09-12,221.07,225.0,219.84,224.94,49278740,52.9276607865263,53.8685650561742,52.6331792975526,53.8542001054925,197114960,0.0,1.0
2018-09-13,226.41,228.35,222.57,223.52,41706377,54.2061413971929,54.6706081358994,53.2867845535675,53.5142296060269,166825508,0.0,1.0
2018-09-14,223.84,226.84,222.52,225.75,31999289,53.590842676329,54.3090902104113,53.2748137613328,54.0481269396947,127997156,0.0,1.0
2018-09-17,217.88,222.95,217.27,222.15,37195133,52.1639242419521,53.3777625745512,52.0178805766887,53.186229898796,148780532,0.0,1.0
2018-09-18,218.24,221.85,217.12,217.79,31571712,52.250113946042,53.1144051453877,51.9819681999846,52.1423768159297,126286848,0.0,1.0
2018-09-19,218.37,219.62,215.3,218.5,27123833,52.2812380058522,52.5805078117199,51.5462313626413,52.3123620656625,108495332,0.0,1.0
2018-09-20,220.03,222.28,219.15,220.24,26608794,52.6786683080445,53.2173539586062,52.4679823647136,52.7289456354302,106435176,0.0,1.0
2018-09-21,217.66,221.36,217.29,220.78,96246748,52.1112527561194,52.9970913814876,52.0226688935826,52.858230191565,384986992,0.0,1.0
2018-09-24,220.79,221.26,216.63,216.82,27693358,52.860624350012,52.9731497970182,51.8646544360845,51.9101434465764,110773432,0.0,1.0
